item ID,item Title,item price,href-url,user-agent
2724339783929,"
                  قرص صلب خارجي ماي باسبورت من ويسترن ديجيتال بسعة 1 تيرا، بمنفذ يو اس بي 3.0، برتقالي - WDBYNN0010BOR
              ",775.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/قرص-صلب-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724286664326,"
                  سلم أن لفت - قميص الشد و التخسيس و التنحيف للرجال - مقاس XXL
              ",95.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/سلم-أن-ل...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724448713862,"
                  صدرية سيليكون للنساء
              ",44.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/صدرية-سي...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339784889,"
                  قرص صلب خارجي ماي باسبورت من ويسترن ديجيتال بسعة 2 تيرا، بمنفذ يو اس بي 3.0، ازرق - WDBYFT0020BBL
              ","2,200.00",[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/قرص-صلب-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724605824226,"
                  YaFex Adjustable Mini Octopus Cell Phone Tripod, Flexible Phone Tripod for Any Smartphone, iPhone, with Universal Clip
              ",130.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/yafex-ad...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724287769242,"
                  سلم أن لفت - قميص الشد و التخسيس و التنحيف للرجال - مقاس M
              ",83.79,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/سلم-أن-ل...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724335622550,"
                  جهاز المساج والتخسيس وشد الترهلات وإزالة السليوليد وتنعيم وإزالة الجلد الميت من القدمين ريلاكس اند سبين تون
              ",140.80,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/جهاز-الم...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724288556292,"
                  بطاقة الذاكرة كينجستون 8 جيجا مايكرو اس دي اتش سي كلاس 4 مع ادابتر - SDC4/8GB
              ",80.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/بطاقة-ال...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339469557,"
                  سيجيت باراكودا 2 تيرا بايت داخلية ساتا 6 جيجابايت / ثانية 64 ميجابايت 3.5 ""ديسكتوب هارد دريف -ST2000DM006
              ","1,090.00",[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/سيجيت-با...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724466993697,"
                  فيفا 18 للبلاي ستيشن 4 من اليكترونيك ارتس
              ",699.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/فيفا-18-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724444967016,"
                  ماكينة الخياطة حجم صغير على ضوء مع دواسة لسهولة السيطرة القدم
              ",200.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ماكينة-ا...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724328781783,"
                  منشر غسيل ستانلس ستيل 3 طبقات
              ",335.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/منشر-غسي...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724275965397,"
                  سليم أند ليفت تي- شيرت تخسيس للرجال (أسود- L)
              ",120.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/سليم-أند...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724341132777,"
                  خطافة تعليق الملابس ، بلاستيك - لون رمادي
              ",75.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/خطافة-تع...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724327911426,"
                  عصا سيلفي يدوية مع بلوتوث لكاميرات ايفون جو برو من ينتنغ 1288
              ",92.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/عصا-سيلف...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724287409384,"
                  خزنة على شكل كتاب مع قفل
              ",133.49,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/خزنة-على...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724457431801,"
                  اخرى صدرية سيليكون للنساء
              ",73.32,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/اخرى-صدر...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724336189205,"
                  باز يطير بالصوت والاضاءة
              ",110.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/باز-يطير...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724341122938,"
                  طقم من 4 قطع من حافظات التوابل ومرطبان وموزعات الملح المنزلية المصنوعة من مادة الاكرليك
              ",60.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/طقم-من-4...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724601527091,"
                  جزامة اربعة دور أرفف معدن جوانب بلاستك
              ",85.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/جزامة-ار...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724463467283,"
                  مكبس عمل البرجر استانلس ستيل
              ",45.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/مكبس-عمل...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724309366398,"
                  مقلاة تيفلون مزدوجة مانعة للالتصاق من ديسيني 36 سم - لون اسود
              ",413.40,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/مقلاة-تي...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724295358513,"
                  شموع مضيئه ليد مع ريموت كنترول
              ",105.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/شموع-مضي...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724313202019,"
                  ممسحة الارضيات مع بخاخ لتلميع وتعقيم السيراميك والرخام القابلة للفك لسهولة التخزين
              ",144.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ممسحة-ال...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724273797914,"
                  بدلة الساونا مقاس XXL
              ",90.90,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/بدلة-الس...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339784216,"
                  قرص صلب خارجي ماي باسبورت من ويسترن ديجيتال بسعة 1 تيرا، بمنفذ يو اس بي 3.0، ابيض - WDBYNN0010BWT
              ",775.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/قرص-صلب-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724336955435,"
                  مجموعة مشغل ام بي 3 للسيارة 4 في 1 مع جهاز ارسال موجات اف ام بلوتوث، مع قابس مشغل ام بي 3، ومنفذ شاخن يو اس بي، مع شاشة ال اي دي
              ",67.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/مجموعة-م...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724442455430,"
                  ميزان مطبخ ديجيتال (10 كيلو )
              ",50.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ميزان-مط...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724326472706,"
                  طارد الحشرات والفئران الالكترونى بالموجات فوق الصوتية لون أبيض رقم الصنف 495
              ",58.00,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/طارد-الح...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724296399027,"
                  مج حرارى على شكل عدسة كانون
              ",75.89,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/مج-حرارى...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724337385071,"
                  جي 7مجموعة جهاز ارسال موجات اف ام ومشغل ام بي 3 للسيارات، مع منفذ يو اس بي وشاحن - لون رمادي
              ",74.85,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/جي-7مجمو...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724444628542,"
                  استاند ومنظم الميكرويف متعدد الاستخدامات
              ",141.39,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/استاند-و...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724339785640,"
                  قرص صلب خارجي محمول من ويسترن ديجيتال ماي باسبورت بسعة 2 تيرا - اصفر، WDBYFT0020BYL
              ","2,000.00",[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/قرص-صلب-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724593394251,"
                  Pill Pro Weekly Pill Organizer
              ",54.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/pill-pro...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724393437561,"
                  ماكينه سن السكاكين والمقصات متعدده الرؤوس
              ",44.99,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/ماكينه-س...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2724279606623,"
                  اباجورة ليد ستار ماستر
              ",43.50,[<Selector xpath='.//div/div[2]/a/@href' data='https://egypt.souq.com/eg-ar/اباجورة-...'>],"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
